Mensagem,Spam
"Por favor, Ganhe um vale-compras respondendo a uma pesquisa rápida. Obrigado.",1
Comunicado: Notificação administrativa: pendência crítica em seu cadastro. Prazo até hoje.,1
Bom dia. Reunião de alinhamento do projeto às 14h na sala virtual. Verifique quando possível.,0
Bom dia. Aviso importante: confirme suas credenciais para manter o serviço ativo. Verifique quando possível.,1
ganhe um viagem respondendo a uma pesquisa rápida. prazo até hoje.,1
Comunicado: Notificação administrativa: pendência crítica em seu cadastro. Prazo até hoje. Ref. 101,1
"Por favor, Comunicado financeiro: pagamento recusado, revise seus dados agora. Verifique quando possível.",1
A CENTRAL IDENTIFICOU UMA FALHA E SOLICITA REVISÃO URGENTE DA CONTA. OBRIGADO.,1
Comunicado: Lembrete: treinamento interno de marketing no dia 10. Verifique quando possível.,0
Atenção: Solicitação de compliance: envie a validação da conta ainda hoje. Prazo até hoje.,1
Comunicado: O desconto para o curso técnico foi aprovado pela instituição. Fico no aguardo.,0
Atenção: Detectamos acesso incomum e solicitamos verificação urgente dos dados. Responda assim que puder.,1
"Por favor, Inscrição gratuita no evento técnico aprovada pela coordenação. Obrigado.",0
Trabalhe de casa e receba R$ 10.000 por semana. Prazo até hoje.,1
"Por favor, Multiplique seu dinheiro sem sair de casa ainda hoje. Responda assim que puder.",1
Bom dia. Segue a ata da reunião sobre marketing realizada ontem. Prazo até hoje.,0
"Atenção: Ganhe R$ 10.000 fácil e rápido, clique aqui agora. Prazo até hoje.",1
Comunicado: Promoção imperdível: compre agora e receba assinatura premium grátis. Obrigado.,1
Comunicado: Atualização obrigatória de segurança disponível para sua conta. Obrigado.,1
"Atenção: Seu bônus exclusivo expira em poucos minutos, clique para liberar. Fico no aguardo.",1
"Olá, Mensagem do suporte: sua senha expira em 10 minutos, valide o acesso. Fico no aguardo.",1
"Olá, Última chance para receber um smartphone totalmente grátis. Responda assim que puder.",1
Bom dia. Aprovação do orçamento de Abril disponível para revisão. Responda assim que puder.,0
Comunicado: Segue o material complementar da aula de hoje. Prazo até hoje.,0
"Atenção: Mensagem do suporte: sua senha expira em 10 minutos, valide o acesso. Verifique quando possível. Ref. 101",1
"Olá, O prêmio de inovação será entregue durante o evento corporativo. Prazo até hoje.",0
Atenção: Método comprovado para ganhar R$ 250 dormindo. Verifique quando possível.,1
"Olá, Por favor, envie as métricas do cliente Alpha até o fim do dia. Obrigado.",0
Comunicado: Promoção imperdível: compre agora e receba vale-compras grátis. Prazo até hoje.,1
"Olá, Por favor, envie as métricas do cliente Vértice até o fim do dia. Obrigado.",0
Atenção: Sua assinatura será suspensa se os dados não forem atualizados hoje. Fico no aguardo.,1
"Comunicado: Seu armazenamento corporativo excedeu o limite, confirme a renovação.",1
Comunicado: Oferta de desconto educacional disponível para alunos matriculados.,0
"Por favor, Promoção imperdível: compre agora e receba assinatura premium grátis. Verifique quando possível.",1
Comunicado: A promoção interna de cursos gratuitos para colaboradores começa no dia 15.,0
ATENÇÃO: O ARQUIVO PDF DO CLIENTE OMEGA FOI ATUALIZADO NA PASTA COMPARTILHADA. RESPONDA ASSIM QUE PUDER.,0
"pfv, Solicitação de compliance: envie a validação da conta ainda hoje.",1
Bom dia. Trabalhe de casa e receba R$ 1.000 por semana. Obrigado.,1
Comunicado: Lembrete: treinamento interno de logística no dia 28. Fico no aguardo.,0
"Por favor, Multiplique seu dinheiro sem sair de casa ainda hoje. Verifique quando possível. Ref. 101",1
Bom dia. Atualize sua senha conforme a política de segurança da empresa. Prazo até hoje.,0
Atenção: Compre 1 e leve 2 na nossa queima de estoque secreta. Prazo até hoje.,1
"Atenção: Comunicado financeiro: pagamento recusado, revise seus dados agora. Fico no aguardo.",1
"Comunicado: Comunicado financeiro: pagamento recusado, revise seus dados agora. Verifique quando possível.",1
"Comunicado: Bom dia, podemos remarcar a call com o cliente Vértice para 14h? Verifique quando possível.",0
Última chance para receber um smartphone totalmente grátis. Responda assim que puder.,1
"Por favor, Seu bônus exclusivo expira em poucos minutos, clique para liberar. Obrigado.",1
Atenção: Última chance para receber um smartphone totalmente grátis. Responda assim que puder.,1
Atenção: Confirmação da reserva da sala para o dia 11. Prazo até hoje.,0
Bom dia. Regularize a pendência do cadastro para liberar o prêmio.,1
"Olá, Central de suporte solicita autenticação para liberar novo protocolo. Fico no aguardo.",1
Confirmação da reserva da sala para o dia 1.,0
Compre 1 e leve 2 na nossa queima de estoque secreta. Responda assim que puder.,1
Precisamos validar os indicadores de marketing antes da apresentação. Obrigado.,0
Bom dia. Sua conta corporativa requer validação imediata para evitar bloqueio. Fico no aguardo.,1
"Olá, Seu bônus exclusivo expira em poucos minutos, clique para liberar. Obrigado.",1
Comunicado: Acesso temporariamente limitado até a confirmação das informações. Responda assim que puder.,1
Comunicado: Segue a ata da reunião sobre atendimento realizada ontem. Obrigado.,0
Comunicado: O link para atualização do cadastro está disponível na intranet da empresa. Verifique quando possível.,0
"Bom dia. Mensagem do suporte: sua senha expira em 10 minutos, valide o acesso. Obrigado.",1
Comunicado: Detectamos acesso incomum e solicitamos verificação urgentee dos dados. Verifique quando possível.,1
Comunicado: O arquivo PDF do cliente Nexus foi atualizado na pasta compartilhada. Prazo até hoje.,0
"Olá, Acesso temporariamente limitado até a confirmação das informações.",1
"BOM DIA. JOÃO, PODE REVISAR O RELATÓRIO DE COMPRAS ATÉ AMANHÃ? PRAZO ATÉ HOJE.",0
Comunicado: Segue a ata da reunião sobre tecnologia realizada ontem. Prazo até hoje.,0
"Olá, O arquivo PDF do cliente Delta foi atualizado na pasta compartilhada.",0
Última chance para se inscrever no workshop gratuito da empresa. Obrigado.,0
Comunicado: Empréstimo pré-aprovado de R$ 250 sem consulta e sem burocracia. Responda assim que puder.,1
Comunicado: A promoção interna de cursos gratuitos para colaboradores começa no dia 25. Prazo até hoje.,0
Atenção: Nova política de segurança exige confirmação imediata da conta. Responda assim que puder.,1
Atenção: O RH enviou o link oficial para atualização dos dados cadastrais. Verifique quando possível.,0
Bom dia. Regularize a pendência do cadastro para liberar o prêmio. Fico no aguardo.,1
"Por favor, Segue o cupom de desconto corporativo para compra de livros técnicos. Fico no aguardo.",0
Comunicado: Atualização do cronograma de entregas do projeto Alpha. Obrigado.,0
"Bom dia. Mensagem do suporte: sua senha expira em 10 minutos, valide o acesso. Verifique quando possível.",1
Atenção: Confirmação da reserva da sala para o dia 7.,0
Comunicado: Confirmação da reserva da sala para o dia 23. Verifique quando possível.,0
Atenção: Última chance para receber um prêmio em dinheiro totalmente grátis. Verifique quando possível.,1
Bom dia. Atualização do cronograma de entregas do projeto Omega. Obrigado.,0
"Olá, A campanha de brindes internos será aberta para todos os funcionários. Obrigado.",0
"OLÁ, MENSAGEM DO SUPORTE: SUA SENHA EXPIRA EM 10 MINUTOS, VALIDE O ACESSO. OBRIGADO.",1
"Olá, O arquivo PDF do cliente Omega foi atualizado na pasta compartilhada. Responda assim que puder.",0
Comunicado: Dúvida sobre a tarefa de marketing publicada no ambiente da turma. Obrigado.,0
Bom dia. O benefício de frete grátis da parceria corporativa foi renovado. Verifique quando possível.,0
Bom dia. Oferta de desconto educacional disponível para alunos matriculados.,0
"Por favor, Segue o material complementar da aula de hoje. Prazo até hoje. Ref. 101",0
Atenção: Central de suporte solicita autenticação para liberar novo protocolo. Obrigado.,1
Promoção imperdível: compre agora e receba prêmio em dinheiro grátis. Fico no aguardo.,1
Comunicado: Inscrição gratuita no evento técnico aprovada pela coordenação. Responda assim que puder.,0
"Olá, Nova política de segurança exige confirmação imediata da conta.",1
"Olá, Confirme seus dados no portal interno antes da emissão do crachá. Prazo até hoje.",0
"Olá, Atualização do cronograma de entregas do projeto Orion.",0
"Comunicado: Isabela, pode revisar o relatório de qualidade até amanhã? Fico no aguardo.",0
"Olá, Segue a ata da reunião sobre logística realizada ontem. Fico no aguardo.",0
Comunicado: O RH enviou o link oficial para atualização dos dados cadastrais. Responda assim que puder.,0
"Olá, Trabalhe de casa e receba R$ 50.000 por semana. Fico no aguardo.",1
Bom dia. Oferta relâmpago: 70% de desconto somente para vc.,1
"Por favor, O pagamento da fatura de Fevereiro foi confirmado pelo financeiro.",0
Comunicado: Ganhe um notebook respondendo a uma pesquisa rápida. Obrigado.,1
Bom dia. Empréstimo pré-aprovado de R$ 10.000 sem consulta e sem burocracia. Responda assim que puder.,1
"Por favor, Notificação administrativa: pendência crítica em seu cadastro.",1
"Por favor, Oferta relâmpago: 99% de desconto somente para você. Verifique quando possível.",1
O setor de financeiro solicitou urgência na revisão dos documentos. Responda assim que puder.,0
"Bom dia. Por favor, envie as métricas do cliente Alpha até o fim do dia. Responda assim que puder.",0
"Comunicado: Seu bônus exclusivo expira em poucos minutos, clique para liberar.",1
"Por favor, Último aviso de renovação, informe seus dados para manter o acesso.",1
"Olá, Sua assinatura será suspensa se os dados não forem atualizados hoje. Verifique quando possível.",1
"Olá, A conta do laboratório será atualizada pela equipe de tecnologia. Obrigado.",0
"Por favor, Desconto de 90% em fones de ouvido, estoque limitado. Responda assim que puder.",1
Comunicado: Aviso importante: confirme suas credenciais para manter o serviço ativo.,1
Comunicado: O prêmio acadêmico será entregue aos projetos selecionados. Verifique quando possível.,0
Bom dia. Sua conta corporativa requer validação imediata para evitar bloqueio.,1
Bom dia. Ganhe um carro 0km respondendo a uma pesquisa rápida. Obrigado.,1
O setor de marketing solicitou urgência na revisão dos documentos.,0
Comunicado: Sua conta corporativa requer validação imediata para evitar bloqueio. Responda assim que puder. Ref. 102,1
"Por favor, Ana, pode revisar o relatório de compras até amanhã?",0
Dúvida sobre a tarefa de qualidade publicada no ambiente da turma. Verifique quando possível.,0
Renda extra garantida: comece hoje e lucre amanhã. Fico no aguardo.,1
Comunicado: Seu voucher de alimentação foi atualizado no aplicativo corporativo. Responda assim que puder.,0
"Por favor, Multiplique seu dinheiro sem sair de casa ainda hoje. Verifique quando possível. Ref. 102",1
Bom dia. Renda extra garantida: comece hoje e lucre amanhã. Responda assim que puder.,1
"Olá, Por favor, envie as métricas do cliente Orion até o fim do dia. Obrigado.",0
Comunicado: Oferta relâmpago: 90% de desconto somente para você. Responda assim que puder.,1
Bom dia. Detectamos acesso incomum e solicitamos verificação urgente dos dados. Ref. 102,1
O protocolo de segurança exige autenticação fora do ambiente normal. Verifique quando possível. Ref. 101,1
Bom dia. Renda extra garantida: comece hoje e lucre amanhã. Prazo até hoje.,1
Atenção: Método comprovado para ganhar R$ 500 dormindo. Obrigado.,1
"Olá, Bruno, pode revisar o relatório de operações até amanhã? Responda assim que puder.",0
"Bom dia. Comunicado financeiro: pagamento recusado, revise seus dados agora.",1
"Olá, Renda extra garantida: comece hoje e lucre amanhã.",1
Bom dia. Clique no portal da intranet para acessar o comprovante de treinamento.,0
Atenção: O prêmio de inovação será entregue durante o evento corporativo. Obrigado.,0
"Olá, O pagamento da fatura de Maio foi confirmado pelo financeiro. Responda assim que puder.",0
Bom dia. Regularize a pendência do cadastro para liberar o prêmio. Obrigado.,1
Bom dia. Precisamos validar os indicadores de qualidade antes da apresentação. Verifique quando possível.,0
"pfv, Precisamos validar os indicadores de financeiro antes da apresentação. Obrigado.",0
O desconto para o curso técnico foi aprovado pela instituição. Verifique quando possível.,0
BOM DIA. OFERTA RELÂMPAGO: 90% DE DESCONTO SOMENTE PARA VOCÊ. FICO NO AGUARDO.,1
"pfv, Segue o cupom de desconto corporativo para compra de livros técnicos. Prazo até hoje.",0
Atenção: Atualização obrigatória de segurança disponível para sua conta.,1
"Atenção: Eduarda, pode revisar o relatório de qualidade até amanhã?",0
"Atenção: Bom dia, podemos remarcar a call com o cliente Gama para 09h? Responda assim que puder.",0
Comunicado: Acesso VIP liberado para palestrantes cadastrados no congresso interno. Verifique quando possível.,0
"COMUNICADO: SEU BÔNUS EXCLUSIVO EXPIRA EM POUCOS MINUTOS, CLIQUE PARA LIBERAR. OBRIGADO.",1
"Olá, Multiplique seu dinheiro sem sair de casa ainda hoje. Responda assim que puder.",1
Atenção: Aprovação do orçamento de Março disponível para revisão. Obrigado.,0
Seu voucher de alimentação foi atualizado no aplicativo corporativo. Verifique quando possível.,0
"Por favor, O RH enviou o link oficial para atualização dos dados cadastrais. Verifique quando possível.",0
"Por favor, Ganhe um smartphone respondendo a uma pesquisa rápida. Verifique quando possível.",1
"Por favor, Desconto de 80% em fones de ouvido, estoque limitado.",1
Renda extra garantida: comece hoje e lucre amanhã. Fico no aguardo. Ref. 101,1
"Por favor, Último aviso de renovação, informe seus dados para manter o acesso. Obrigado.",1
"Por favor, Reunião de alinhamento do projeto às 16h na sala virtual. Obrigado.",0
Bom dia. A campanha de brindes internos será aberta para todos os funcionários. Responda assim que puder.,0
Atenção: Nova política de segurança exige confirmação imediata da conta. Prazo até hoje.,1
"Bom dia. Prezado cliente, identificamos inconsistências no seu cadastro bancário. Prazo até hoje.",1
Comunicado: O pagamento da fatura de Janeiro foi confirmado pelo financeiro. Responda assim que puder.,0
Atenção: A promoção de bolsas de estudo será divulgada no mural oficial. Responda assim que puder.,0
"Olá, O benefício de frete grátis da parceria corporativa foi renovado. Fico no aguardo.",0
O prêmio de inovação será entregue durante o evento corporativo. Responda assim que puder.,0
"Olá, Confirmação da reserva da sala para o dia 26. Prazo até hoje.",0
"Por favor, Segue o cupom de desconto corporativo para compra de livros técnicos. Ref. 101",0
O prêmio de inovação será entregue durante o evento corporativo. Obrigado. Ref. 101,0
O prêmio de inovação será entregue durante o evento corporativo. Verifique quando possível.,0
Atenção: Atualização do cronograma de entregas do projeto Gama.,0
"Por favor, Seu bônus exclusivo expira em poucos minutos, clique para liberar. Responda assim que puder.",1
"Atenção: Carla, pode revisar o relatório de operações até amanhã? Fico no aguardo.",0
"Desconto de 90% em smartphones, estoque limitado. Verifique quando possível.",1
Promoção imperdível: compre agora e receba notebook grátis. Obrigado.,1
"Olá, Segue o material complementar da aula de hoje. Verifique quando possível.",0
O SETOR DE VENDAS SOLICITOU URGÊNCIA NA REVISÃO DOS DOCUMENTOS.,0
Comunicado: Dúvida sobre a tarefa de RH publicada no ambiente da turma. Prazo até hoje.,0
Comunicado: Multiplique seu dinheiro sem sair de casa ainda hoje.,1
"Olá, A coordenação enviou um aviso urgente sobre a mudança de sala. Prazo até hoje.",0
Detectamos acesso incomum e solicitamos verificação urgente dos dados. Obrigado.,1
"Bom dia. Seu bônus exclusivo expira em poucos minutos, clique para liberar. Obrigado.",1
Bom dia. O prêmio de inovação será entregue durante o evento corporativo. Verifique quando possível. Ref. 101,0
Atenção: Aprovação do orçamento de Julho disponível para revisão. Verifique quando possível.,0
Atenção: Favor conferir os dados da planilha enviada pela equipe de tecnologia. Prazo até hoje.,0
"Olá, Compre 1 e leve 2 na nossa queima de estoque secreta. Prazo até hoje.",1
Documento fiscal pendente: regularize seu acesso no portal informado. Fico no aguardo.,1
Segue o material complementar da aula de hoje.,0
"Olá, O link para atualização do cadastro está disponível na intranet da empresa. Responda assim que puder.",0
Atenção: Regularize a pendência do cadastro para liberar o prêmio. Obrigado.,1
"Olá, A equipe de operações divulgou uma promoção válida apenas para colaboradores. Responda assim que puder.",0
Última chance para se inscrever no workshop gratuito da empresa.,0
"Atenção: Por favor, envie as métricas do cliente Omega até o fim do dia.",0
Bom dia. Atualização obrigatória de segurança disponível para sua conta.,1
Comunicado: Precisamos validar os indicadores de tecnologia antes da apresentação. Obrigado.,0
"Por favor, Ganhe um assinatura premium respondendo a uma pesquisa rápida. Obrigado.",1
Atenção: Método comprovado para ganhar R$ 500 dormindo. Obrigado. Ref. 101,1
Multiplique seu dinheiro sem sair de casa ainda hoje. Ref. 101,1
Ganhe um smartphone respondendo a uma pesquisa rápida. Fico no aguardo.,1
Comunicado: Sua conta corporativa requer validação imediata para evitar bloqueio. Prazo até hoje.,1
Bom dia. Última chance para receber um vale-compras totalmente grátis. Prazo até hoje.,1
Comunicado: Última chance para receber um assinatura premium totalmente grátis. Fico no aguardo.,1
"Por favor, Seu bônus exclusivo expira em poucos minutos, clique para liberar. Responda assim que puder. Ref. 101",1
"Por favor, Central de suporte solicita autenticação para liberar novo protocolo. Prazo até hoje.",1
Comunicado: O protocolo de segurança exige autenticação fora do ambiente normal. Prazo até hoje.,1
Bom dia. O protocolo de segurança exige autenticação fora do ambiente normal. Verifique quando possível.,1
"POR FAVOR, AVISO IMPORTANTE: CONFIRME SUAS CREDENCIAIS PARA MANTER O SERVIÇO ATIVO. OBRIGADO.",1
"Bom dia. Atualização crítica detectada, confirme suas informações pessoais. Fico no aguardo.",1
Método comprovado para ganhar R$ 1.000 dormindo.,1
Aprovação do orçamento de Maio disponível para revisão. Verifique quando possível.,0
"Olá, Comunicado financeiro: pagamento recusado, revise seus dados agora. Obrigado.",1
"Atenção: Carla, pode revisar o relatório de compras até amanhã?",0
"pfv, O benefício de frete grátis da parceria corporativa foi renovado. Fico no aguardo.",0
"Por favor, Seu armazenamento corporativo excedeu o limite, confirme a renovação. Prazo até hoje.",1
"Por favor, Dúvida sobre a tarefa de logística publicada no ambiente da turma. Verifique quando possível.",0
Bom dia. Empréstimo pré-aprovado de R$ 500 sem consulta e sem burocracia. Obrigado.,1
Bom dia. Promoção imperdível: compre agora e receba prêmio em dinheiro grátis. Responda assim que puder.,1
Atenção: Dúvida sobre a tarefa de operações publicada no ambiente da turma. Obrigado.,0
Comunicado: O RH enviou o link oficial para atualização dos dados cadastrais. Responda assim que puder. Ref. 101,0
Bom dia. Segue o material complementar da aula de hoje. Verifique quando possível.,0
O arquivo PDF do cliente Nexus foi atualizado na pasta compartilhada. Prazo até hoje.,0
Atenção: A central identificou uma falha e solicita revisão urgente da conta.,1
"Olá, Sua conta corporativa requer validação imediata para evitar bloqueio.",1
"Olá, Sua conta corporativa requer validação imediata para evitar bloqueio. Verifique quando possível.",1
comunicado: atualize sua senha conforme a política de segurança da empresa.,0
"Olá, Atualização do cronograma de entregas do projeto Beta. Verifique quando possível.",0
Atenção: Favor conferir os dados da planilha enviada pela equipe de operações. Prazo até hoje.,0
"Por favor, Nova política de segurança exige confirmação imediata da conta. Fico no aguardo. Ref. 101",1
Bom dia. O prêmio de inovação será entregue durante o evento corporativo. Obrigado.,0
Promoção imperdível: compre agora e receba carro 0km grátis. Responda assim que puder.,1
"Por favor, O arquivo PDF do cliente Sigma foi atualizado na pasta compartilhada. Fico no aguardo.",0
"Olá, Confirmação da reserva da sala para o dia 20. Verifique quando possível.",0
Bom dia. Detectamos acesso incomum e solicitamos verificação urgente dos dados. Fico no aguardo.,1
Comunicado: Nova política de segurança exige confirmação imediata da conta. Verifique quando possível.,1
"Olá, Precisamos validar os indicadores de atendimento antes da apresentação. Prazo até hoje.",0
A promoção interna de cursos gratuitos para colaboradores começa no dia 3. Obrigado.,0
"Atenção: Atualização crítica detectada, confirme suas informações pessoais.",1
Atenção: Oferta relâmpago: 30% de desconto somente para você.,1
A equipe de tecnologia divulgou uma promoção válida apenas para colaboradores. Prazo até hoje.,0
"Ganhe R$ 500 fácil e rápido, clique aqui agora. Responda assim que puder.",1
Comunicado: Regularize a pendência do cadastro para liberar o prêmio. Prazo até hoje.,1
Atenção: O prêmio de inovação será entregue durante o evento corporativo. Fico no aguardo.,0
Atenção: A promoção interna de cursos gratuitos para colaboradores começa no dia 28. Obrigado.,0
Bom dia. Central de suporte solicita autenticação para liberar novo protocolo. Responda assim que puder. Ref. 101,1
"Atenção: Bom dia, podemos remarcar a call com o cliente Atlas para 16h? Fico no aguardo.",0
"Por favor, Por favor, envie as métricas do cliente Vértice até o fim do dia. Responda assim que puder.",0
Atenção: Nova política de segurança exige confirmação imediata da conta. Fico no aguardo.,1
Atenção: Atualização obrigatória de segurança disponível para sua conta. Ref. 101,1
"Por favor, Compre 1 e leve 2 na nossa queima de estoque secreta. Verifique quando possível.",1
Oferta relâmpago: 70% de desconto somente para você. Fico no aguardo.,1
Segue o material complementar da aula de hoje. Ref. 101,0
"Por favor, Ganhe R$ 250 fácil e rápido, clique aqui agora. Obrigado.",1
"Olá, A central identificou uma falha e solicita revisão urgente da conta. Fico no aguardo.",1
"Por favor, Ganhe R$ 1.000 fácil e rápido, clique aqui agora. Responda assim que puder.",1
Reunião de alinhamento do projeto às 16h na sala virtual.,0
Comunicado: Multiplique seu dinheiro sem sair de casa ainda hoje. Prazo até hoje.,1
Atenção: Central de suporte solicita autenticação para liberar novo protocolo. Responda assim que puder.,1
Atenção: Renda extra garantida: comece hoje e lucre amanhã. Responda assim que puder.,1
"Olá, O benefício de frete grátis da parceria corporativa foi renovado. Responda assim que puder. Ref. 101",0
"Olá, Seu armazenamento corporativo excedeu o limite, confirme a renovação. Prazo até hoje.",1
Segue o material complementar da aula de hoje. Verifique quando possível. Ref. 101,0
"Por favor, Aviso importante: confirme suas credenciais para manter o serviço ativo. Verifique quando possível.",1
Bom dia. Renda extra garantida: comece hoje e lucre amanhã. Fico no aguardo.,1
Renda extra garantida: comece hoje e lucre amanhã. Ref. 101,1
"Olá, Nova política de segurança exige confirmação imediata da conta. Verifique quando possível.",1
Comunicado: Multiplique seu dinheiro sem sair de casa ainda hoje. Ref. 101,1
Bom dia. O prêmio de inovação será entregue durante o evento corporativo. Responda assim que puder.,0
Comunicado: Notificação administrativa: pendência crítica em seu cadastro. Obrigado.,1
O pagamento da fatura de Setembro foi confirmado pelo financeiro. Obrigado.,0
"Por favor, envie as métricas do cliente Vértice até o fim do dia.",0
"Olá, Bom dia, podemos remarcar a call com o cliente Sigma para 14h? Fico no aguardo.",0
"Comunicado: Bom dia, podemos remarcar a call com o cliente Atlas para 16h? Responda assim que puder.",0
"Desconto de 30% em software de segurança, estoque limitado.",1
"Olá, Confirme seus dados no portal interno antes da emissão do crachá. Fico no aguardo.",0
"Seu armazenamento corporativo excedeu o limite, confirme a renovação. Prazo até hoje.",1
Comunicado: Empréstimo pré-aprovado de R$ 99 sem consulta e sem burocracia. Verifique quando possível.,1
Bom dia. Renda extra garantida: comece hoje e lucre amanhã. Obrigado.,1
"Bom dia. Ganhe R$ 500 fácil e rápido, clique aqui agora. Responda assim que puder.",1
Comunicado: Oferta de desconto educacional disponível para alunos matriculados. Ref. 101,0
Bom dia. A conta do laboratório será atualizada pela equipe de tecnologia. Obrigado.,0
"Por favor, Confirme seus dados no portal interno antes da emissão do crachá.",0
Comunicado: A equipe de atendimento divulgou uma promoção válida apenas para colaboradores.,0
Bom dia. Método comprovado para ganhar R$ 50.000 dormindo. Fico no aguardo.,1
Atenção: O RH enviou o link oficial para atualização dos dados cadastrais. Responda assim que puder.,0
BOM DIA. ÚLTIMA CHANCE PARA RECEBER UM CARRO 0KM TOTALMENTE GRÁTIS. PRAZO ATÉ HOJE.,1
"Por favor, Sua conta corporativa requer validação imediata para evitar bloqueio. Fico no aguardo.",1
Bom dia. Reunião de alinhamento do projeto às 17h na sala virtual.,0
Bom dia. Sua conta corporativa requer validação imediata para evitar bloqueio. Verifique quando possível.,1
"Por favor, Segue a ata da reunião sobre RH realizada ontem.",0
"Atenção: Eduarda, pode revisar o relatório de atendimento até amanhã? Obrigado.",0
"Bom dia. Bom dia, podemos remarcar a call com o cliente Sigma para 08h? Responda assim que puder.",0
"Olá, Ganhe um carro 0km respondendo a uma pesquisa rápida. Responda assim que puder.",1
"Bom dia. Seu armazenamento corporativo excedeu o limite, confirme a renovação. Verifique quando possível.",1
Bom dia. Clique no portal da intranet para acessar o comprovante de treinamento. Verifique quando possível.,0
"Por favor, Última chance para receber um vale-compras totalmente grátis. Prazo até hoje.",1
"Olá, Segue o material complementar da aula de hoje. Fico no aguardo.",0
ATENÇÃO: COMPRE 1 E LEVE 2 NA NOSSA QUEIMA DE ESTOQUE SECRETA. OBRIGADO.,1
"Por favor, Nova política de segurança exige confirmação imediata da conta. Obrigado.",1
"Olá, A campanha de brindes internos será aberta para todos os funcionários. Prazo até hoje.",0
Comunicado: Última chance para receber um smartphone totalmente grátis. Verifique quando possível.,1
"Olá, Regularize a pendência do cadastro para liberar o prêmio. Fico no aguardo.",1
Comunicado: Ganhe um assinatura premium respondendo a uma pesquisa rápida. Obrigado.,1
"Por favor, O prêmio acadêmico será entregue aos projetos selecionados. Verifique quando possível.",0
Atenção: Oferta de desconto educacional disponível para alunos matriculados. Fico no aguardo.,0
"Por favor, Solicitação de compliance: envie a validação da conta ainda hoje. Fico no aguardo.",1
"Olá, Lembrete: treinamento interno de RH no dia 8. Responda assim que puder.",0
Bom dia. Trabalhe de casa e receba R$ 50.000 por semana. Verifique quando possível.,1
A promoção interna de cursos gratuitos para colaboradores começa no dia 16. Responda assim que puder.,0
Comunicado: Oferta relâmpago: 90% de desconto somente para você. Obrigado.,1
"Atenção: Henrique, pode revisar o relatório de operações até amanhã? Responda assim que puder.",0
"Por favor, Segue o material complementar da aula de hoje. Verifique quando possível.",0
"Ganhe R$ 1.000 fácil e rápido, clique aqui agora. Verifique quando possível.",1
"Olá, Seu bônus exclusivo expira em poucos minutos, clique para liberar. Prazo até hoje.",1
Confirmação da reserva da sala para o dia 5. Prazo até hoje.,0
"Olá, Seu armazenamento corporativo excedeu o limite, confirme a renovação. Fico no aguardo.",1
Comunicado: Use o acesso temporário para confirmar seus dados antes do bloqueio.,1
Segue o material complementar da aula de hoje. Verifique quando possível. Ref. 102,0
"Por favor, Regularize a pendência do cadastro para liberar o prêmio. Obrigado.",1
"Olá, Acesso VIP liberado para palestrantes cadastrados no congresso interno. Fico no aguardo.",0
Atenção: Detectamos acesso incomum e solicitamos verificação urgente dos dados. Fico no aguardo.,1
"Bom dia. Ganhe R$ 10.000 fácil e rápido, clique aqui agora. Verifique quando possível.",1
Comunicado: Atualização do cronograma de entregas do projeto Delta. Prazo até hoje.,0
"Por favor, A promoção interna de cursos gratuitos para colaboradores começa no dia 10. Verifique quando possível.",0
"Olá, A coordenação enviou um aviso urgente sobre a mudança de sala. Obrigado.",0
Comunicado: Confirme presença no evento gratuito até o dia 10. Obrigado.,0
Atenção: Ganhe um carro 0km respondendo a uma pesquisa rápida. Responda assim que puder.,1
"Olá, Lembrete: treinamento interno de compras no dia 16.",0
Promoção imperdível: compre agora e receba prêmio em dinheiro grátis. Verifique quando possível.,1
Atenção: Confirme seus dados no portal interno antes da emissão do crachá. Prazo até hoje.,0
Comunicado: Confirmação da reserva da sala para o dia 19. Verifique quando possível.,0
"Olá, Por favor, envie as métricas do cliente Omega até o fim do dia.",0
Comunicado: Atualização do cronograma de entregas do projeto Atlas. Verifique quando possível.,0
Comunicado: Método comprovado para ganhar R$ 1.000 dormindo.,1
"Por favor, Atualização obrigatória de segurança disponível para sua conta. Prazo até hoje.",1
"Olá, O pagamento da fatura de Abril foi confirmado pelo financeiro. Fico no aguardo.",0
Comunicado: Regularize a pendência do cadastro para liberar o prêmio. Responda assim que puder.,1
"Bom dia. Por favor, envie as métricas do cliente Vértice até o fim do dia. Verifique quando possível.",0
Atenção: O arquivo PDF do cliente Gama foi atualizado na pasta compartilhada. Verifique quando possível.,0
"Por favor, Método comprovado para ganhar R$ 500 dormindo. Verifique quando possível.",1
"Por favor, Confirme seus dados no portal interno antes da emissão do crachá. Obrigado.",0
Aviso importante: confirme suas credenciais para manter o serviço ativo. Obrigado.,1
"Seu bônus exclusivo expira em poucos minutos, clique para liberar. Obrigado.",1
Comunicado: Reunião de alinhamento do projeto às 17h na sala virtual. Fico no aguardo.,0
"Por favor, Multiplique seu dinheiro sem sair de casa ainda hoje. Obrigado.",1
Atenção: Última chance para se inscrever no workshop gratuito da empresa. Responda assim que puder.,0
"Olá, Clique no portal da intranet para acessar o comprovante de treinamento. Prazo até hoje.",0
"Olá, Acesso temporariamente limitado até a confirmação das informações. Responda assim que puder.",1
"Olá, Favor conferir os dados da planilha enviada pela equipe de marketing. Verifique quando possível.",0
